Microorganism,Culture_type,Pesticide,Evidence,Isolation_environment,Isolation_Location,Publication_Year,Enzyme,Enzyme_name_reported,Gene,Reference,Metabolite_or_product
Stenotrophomonas acidaminiphila BJ1,Individual strain,Chlorothalonil,Experimental evidence,Agricultural soil,China,2019,,,,10.1098/rsos.190562,
Paracoccus sp. XF-3,Individual strain,Chlorothalonil,Experimental evidence,Agricultural soil,China,2015,Dehalogenases,Hydrolytic dehalogenase,chd,10.1016/j.jbiosc.2015.03.013,
Pseudomonas sp. CTN-3,Individual strain,Chlorothalonil,Enzymatic evidence,Laboratory strain,China,2010,Dehalogenases,Hydrolytic Dehalogenase,Chd,10.1128/JB.01547-09,"4-hydroxy-2,5,6-trichloroisophthalonitrile"
Ochrobactrum anthropi sh35b,Individual strain,Chlorothalonil,Enzymatic evidence,Soil,South Korea,2004,Transferases,Glutathione S-transferase (GST),gst,10.1021/jf040047u,
Trametes versicolor,Individual strain,Chlorothalonil,Enzymatic evidence,White-rot fungus culture,China,2022,Oxidoreductases,Laccase,,10.1038/srep35787,
Metagenomics study,Individual strain,Chlorothalonil,Experimental evidence,Soil,India,2022,Oxidoreductases,Laccase,,10.1016/j.micres.2022.127081,
Trichoderma harzianum,Individual strain,Tebuconazole,Experimental evidence,Agricultural soil,Poland,2023,,,,10.1007/s11356-023-25669-3,
Alcaligenes faecalis WZ-2,Individual strain,Tebuconazole,Experimental evidence,Contaminated soil,China,2020,,,,10.1016/j.jhazmat.2020.122941,
Rhizophagus irregularis BEG 140,Individual strain,Tebuconazole,Experimental evidence,rhizosphere soil,Czech Republic,2024,,,"codA, NAD, deaD",10.1016/j.watres.2024.122129,
Trametes versicolor ATCC 42530,Individual strain,Tebuconazole,Experimental evidence,Culture collection strain,Not specified,2020,Oxidoreductases,Laccase,,10.1016/j.ecoenv.2020.110419,
Bacillus spp.,Individual strain,Tebuconazole,Experimental evidence,biobed systems,Spain,2016,,,,10.1016/j.biortech.2016.04.105,
Pseudomonas spp.,Individual strain,Tebuconazole,Experimental evidence,biobed systems,Spain,2016,,,,10.1016/j.biortech.2016.04.105,
Aspergillus spp.,Individual strain,Tebuconazole,Experimental evidence,biobed systems,Spain,2016,,,,10.1016/j.biortech.2016.04.105,
Fusarium spp.,Individual strain,Tebuconazole,Experimental evidence,biobed systems,Spain,2016,,,,10.1016/j.biortech.2016.04.105,
Bacillus megaterium CM-Z19,Individual strain,Chlorpyrifos-methyl,Experimental evidence,Contaminated soil,China,2019,Phosphatases,Phosphoesterase,,10.1590/0001-3765201920180694,"3,5,6-trichloro-2-pyridinol"
Pseudomonas syringae CM-Z6,Individual strain,Chlorpyrifos-methyl,Experimental evidence,Contaminated soil,China,2019,Phosphatases,Phosphoesterase,,10.1590/0001-3765201920180694,"3,5,6-trichloro-2-pyridinol"
Mycobacterium sp. strain djl-10,Individual strain,Carbendazim,Genomic evidence,Contaminated soil,China,2017,Hydrolases,MBC-hydrolyzing esterase,mhe (mheI),10.1128/genomea.01683-16,
Bacillus velezensis HY-3479,Individual strain,Carbendazim,Experimental evidence,Rhizosphere soil,South Korea,2023,Hydrolases,Carbendazim-hydrolyzing esterase,"mheI, hdx",10.1007/s10123-023-00427-0,
Pseudomonas sp. CBW,Individual strain,Carbendazim,Experimental evidence,Agricultural soil,China,2010,,,,10.1007/s10532-010-9353-0,
Rhodococcus sp. djl-6,Individual strain,Carbendazim,Experimental evidence,Contaminated soil,China,2006,,,,10.1007/s00284-005-0474-3,
Klebsiella oxytoca,Individual strain,Carbendazim,Experimental evidence,Biofilm reactor,Mexico,2020,Hydrolases,MBC-hydrolyzing esterase,mheI,10.1007/s11356-019-07069-8,
Flavobacterium johnsoniae,Individual strain,Carbendazim,Experimental evidence,Biofilm reactor,Mexico,2020,Hydrolases,MBC-hydrolyzing esterase,mheI,10.1007/s11356-019-07069-8,
Stenotrophomonas maltophilia,Individual strain,Carbendazim,Experimental evidence,Biofilm reactor,Mexico,2020,Hydrolases,MBC-hydrolyzing esterase,mheI,10.1007/s11356-019-07069-8,
Mycobacterium sp. SD-4,Individual strain,Carbendazim,Experimental evidence,Contaminated soil,China,2017,,,mheI,10.1016/j.jhazmat.2017.02.007,2-aminobenzimidazole
Rhodococcus qingshengii djl-6,Individual strain,Carbendazim,Enzymatic evidence,Not specified,Not specified,2022,Hydrolases,Carbendazim hydrolase,MheI,10.1111/1462-2920.16139,
Rhodococcus jialingiae djl-6-2,Individual strain,Carbendazim,Enzymatic evidence,Not specified,Not specified,2022,Hydrolases,Carbendazim hydrolase,CbmA,10.1111/1462-2920.16139,
Nocardioides sp. strain SG-4G,Individual strain,Carbendazim,Experimental evidence,Contaminated soil,Not specified,2010,,,native mhel:optimized mheI,10.1128/AEM.02990-09,
Klebsiella oxytoca KE-8,Individual strain,Endosulfan,Experimental evidence,Agriculture soil,China,2005,,,,10.1007/s00253-004-1879-9,
Pseudomonas sp. MSCAS-BT01,Individual strain,Endosulfan,Experimental evidence,Agriculture soil,India,2014,Hydrolases,Hydrolase,,10.1007/s12010-022-03869-w,
Bordetella petrii I GV 34,Individual strain,Endosulfan,Experimental evidence,Contaminated soil,India,2014,,,,10.1080/03601234.2015.975596,
Bordetella petrii II GV 36,Individual strain,Endosulfan,Experimental evidence,Contaminated soil,India,2014,,,,10.1080/03601234.2015.975596,
Klebsiella sp. M3,Individual strain,Endosulfan,Experimental evidence,Agricultural soil,India,2013,,,,10.1007/s00128-013-1168-3,
Achromobacter xylosoxidans strain CS5,Individual strain,Endosulfan,Experimental evidence,Activated sludge,China,2009,,,,10.1016/j.jhazmat.2008.12.111,
Stenotrophomonas maltophilia OG2,Individual strain,Endosulfan,Experimental evidence,Cockroach living in pesticide contaminated place,Not specified,2017,,,,10.1007/s13205-017-0765-y,
Acinetobacter schindleri B7,Individual strain,Endosulfan,Experimental evidence,Grasshopper microflora,Not specified,2022,,,,10.1007/s00203-022-02765-5,
Botryosphaeria laricina JAS6,Individual strain,Endosulfan,Experimental evidence,Contaminated soil,India,2013,,,,10.1371/journal.pone.0077170,
Aspergillus tamarii JAS9,Individual strain,Endosulfan,Experimental evidence,Contaminated soil,India,2013,,,,10.1371/journal.pone.0077170,
Klebsiella pneumoniae KE-1,Individual strain,Endosulfan,Experimental evidence,Contaminated soil,South Korea,2002,,,,10.1016/S0378-1097(02)00954-0,
Pseudomonas sp. Strain IITR01,Individual strain,Endosulfan,Experimental evidence,Contaminated soil,India,2010,,,Non-homologous to esd,10.1111/j.1365-2672.2010.04845.x,
Klebsiella sp. M3,Individual strain,Endosulfan,Experimental evidence,Soil,India,2014,,,Endosulfan-metabolizing gene,10.1016/j.jhazmat.2013.11.061,
Achromobacter sp. M6,Individual strain,Endosulfan,Experimental evidence,Soil,India,2014,,,Endosulfan-metabolizing gene,10.1016/j.jhazmat.2013.11.061,
Rhodococcus sp. M2,Individual strain,Endosulfan,Experimental evidence,Soil,India,2014,,,Endosulfan-metabolizing gene,10.1016/j.jhazmat.2013.11.061,
Pseudomonas mendocina ZAM1,Individual strain,Endosulfan,Experimental evidence,Agriculture soil,Not specified,2017,,,,10.1007/s13205-017-0823-5,
Pseudomonas strain W15Feb9B,Individual strain,Endosulfan,Genomic evidence,River sediment,USA,2016,,,,10.1016/j.gdata.2016.05.008,
Achromobacter xylosoxidans Strain C8B,Individual strain,Endosulfan,Experimental evidence,Agricultural soil,China,2011,Hydrolases,Hydrolase,,10.1007/s10532-010-9442-0,
Mortierella sp. strain W8,Individual strain,Endosulfan,Experimental evidence,Agricultural soil,Australia,2011,,,,10.1016/j.chemosphere.2011.08.021,
Phanerochaete chrysosporium ME-446,Individual strain,Acetamiprid,Experimental evidence,Laboratory strain,Not specified,2019,P450,Cytochrome P450,CYP5147A3,10.1016/j.jhazmat.2019.03.042,
Pigmentiphaga sp. strain AAP-1,Individual strain,Acetamiprid,Experimental evidence,Laboratory strain,China,2016,,,,10.1007/s11356-016-6482-y,
Pseudoxanthomonas sp. AAP-7,Individual strain,Acetamiprid,Experimental evidence,Contaminated soil,China,2013,,,,10.1016/j.biortech.2013.10.008,
Sphingobium sp.,Individual strain,Acetamiprid,Experimental evidence,Contaminated soil,China,2013,,,,10.3389/fmicb.2020.01429,
Acinetobacter sp.,Individual strain,Acetamiprid,Experimental evidence,Contaminated soil,China,2013,,,,10.3389/fmicb.2020.01429,
Afipia sp.,Individual strain,Acetamiprid,Experimental evidence,Contaminated soil,China,2013,,,,10.3389/fmicb.2020.01429,
Stenotrophomonas sp.,Individual strain,Acetamiprid,Experimental evidence,Contaminated soil,China,2013,,,,10.3389/fmicb.2020.01429,
Microbacterium sp.,Individual strain,Acetamiprid,Experimental evidence,Contaminated soil,China,2013,,,,10.3389/fmicb.2020.01429,
Fusarium sp. CS-3,Individual strain,Acetamiprid,Experimental evidence,Soil,China,2018,,,,10.1007/s10532-018-9855-8,
Pigmentiphaga sp. strain AAP-1,Individual strain,Acetamiprid,Experimental evidence,Contaminated soil,China,2013,,,,10.1016/j.biortech.2013.03.193,
Streptomyces canus CGMCC 13662,Individual strain,Acetamiprid,Experimental evidence,Soil,China,2019,Amidases,Nitrile hydratase,"AnhD, 9 AnhE, and AnhA",10.1021/acs.jafc.8b06513,
Pigmentiphaga sp. strain D-2,Individual strain,Acetamiprid,Experimental evidence,Soil,China,2023,,,,10.1016/j.micres.2022.127278,
Pigmentiphaga sp. strain D-2,Individual strain,Acetamiprid,Experimental evidence,Soil,China,2021,,,,10.1007/s10646-020-02336-8,
Ensifer meliloti CGMCC 7333,Individual strain,Acetamiprid,Enzymatic evidence,Laboratory strain,China,2014,Amidases,Nitrile hydratase,Nhase,10.1021/jf503557t,
Ensifer adhaerens CGMCC 6315,Individual strain,Acetamiprid,Experimental evidence,Soil,China,2019,Amidases,Nitrile hydratase,pnhA (highest activity),10.1021/acs.jafc.8b06154,
Phanerochaete sordida YK-624,Individual strain,Acetamiprid,Experimental evidence,Not specified,Japan,2022,P450,Cytochrome P450s,Multiple CYP genes (11 upregulated),10.1080/09593330.2022.2026488,
Pigmentiphaga sp. D-2,Individual strain,Acetamiprid,Experimental evidence,Contaminated water,China,2020,Amidases,Amidase,AceAB,10.1128/AEM.02425-19,
Stenotrophomonas maltophilia CGMCC 1.1788,Individual strain,Acetamiprid,Experimental evidence,Soil,China,2008,,,,10.1007/s10532-007-9170-2,
Ochrobactrum sp. D-12,Individual strain,Acetamiprid,Experimental evidence,Conataminated soil,China,2013,,,,10.1371/journal.pone.0082603,N-methyl-(6-chloro-3-pyridyl)methylamine
Pseudomonas sp. XWY-1,Individual strain,Carbaryl,Experimental evidence,Conataminated soil,China,2021,Hydrolases,Carbaryl hydrolase,"mcbA, mcbB-F, mcbG",10.1128/AEM.02970-20,
Rhizobium sp. X9,Individual strain,Carbaryl,Enzymatic evidence,Conataminated soil,China,2021,Hydrolases,1-naphthol hydroxylase,"CehA, CehC1, CehC2",10.1021/acs.jafc.0c03845,
Pseudomonas putida XWY-1,Individual strain,Carbaryl,Genomic evidence,Soil,China,2019,Hydrolases,Carbaryl hydrolase,"mcbABCDEF, mcbIJKLM, mcbOPQ",10.1007/s00284-019-01637-4,
Bacillus licheniformis B-1,Individual strain,Carbaryl,Experimental evidence,Agricultural soil,China,2020,Phosphodiesterase,Phosphodiesterase,pde,10.1007/s10532-020-09899-7,
Xylaria sp. BNL1,Individual strain,Carbaryl,Experimental evidence,Soil,China,2020,Hydrolases,Carbaryl esterase,,10.1016/j.ecoenv.2018.10.051,
Xylaria sp. BNL1,Individual strain,Carbaryl,Experimental evidence,Soil,China,2019,P450,CYP450,,10.1016/j.ecoenv.2018.10.051,
Xylaria sp. BNL1,Individual strain,Carbaryl,Experimental evidence,Soil,China,2019,Oxidoreductases,Laccase,,10.1016/j.ecoenv.2018.10.051,
Rhizobium sp. X9,Individual strain,Carbaryl,Experimental evidence,Contaminated soil,China,2023,Hydrolases,Hydroxylase,"cehG, cehH, cehI, cehR4",10.1128/aem.00802-23,
Rhizobium sp. X9,Individual strain,Carbaryl,Experimental evidence,Contaminated soil,China,2023,,,,10.1128/aem.00802-23,
Pseudomonas sp. XWY-1,Individual strain,Carbaryl,Experimental evidence,Soil,China,2022,Hydrolases,Carbaryl hydrolase enzymes,"mcbG, mcbH, mcbN",10.1128/AEM.02060-21,
Stenotrophomonas sp. YC-1,Individual strain,Carbaryl,Enzymatic evidence,Contaminated soil,China,2017,Hydrolases,Carbaryl hydrolase (CH),cehA (heterologous display),10.1038/s41598-017-13788-0,
Pseudomonas sp. strains C5pp,Individual strain,Carbaryl,Enzymatic evidence,Soil,India,2018,Hydrolases,Carbaryl hydrolase,mcbA,10.1128/AEM.02115-17,
Pseudomonas sp. C5pp,Individual strain,Carbaryl,Experimental evidence,Soil,India,2018,Hydrolases,Carbaryl hydrolase,mcbA,10.1128/AEM.01866-18,1-naphthol
Blastobacter sp. M501,Individual strain,Carbaryl,Enzymatic evidence,Agricultural soil,Japan,1993,Hydrolases,Carbaryl hydrolase,,10.1128/AEM.59.7.2121-2125.1993,
Pseudomonas aeruginosa,Individual strain,Carbaryl,Enzymatic evidence,Soil,USA,1993,Hydrolases,Carbaryl hydrolase,,10.1128/jb.175.20.6711-6716.1993,
Arthrobacter sp. RC100,Individual strain,Carbaryl,Experimental evidence,Agricultural soil,Japan,1999,Hydrolases,Carbaryl hydrolase,,10.1128/AEM.65.3.1015-1019.1999,
Achromobacter sp.,Individual strain,Thiamethoxam,Experimental evidence,Agricultural soil,China,2014,,,,10.1080/03601234.2014.894761,
Agromyces sp.,Individual strain,Thiamethoxam,Experimental evidence,Agricultural soil,China,2014,,,,10.1080/03601234.2014.894761,
Ensifer sp.,Individual strain,Thiamethoxam,Experimental evidence,Agricultural soil,China,2014,,,,10.1080/03601234.2014.894761,
Mesorhizobium sp.,Individual strain,Thiamethoxam,Experimental evidence,Agricultural soil,China,2014,,,,10.1080/03601234.2014.894761,
Microbacterium sp.,Individual strain,Thiamethoxam,Experimental evidence,Agricultural soil,China,2014,,,,10.1080/03601234.2014.894761,
Pseudoxanthomonas sp.,Individual strain,Thiamethoxam,Experimental evidence,Agricultural soil,China,2014,,,,10.1080/03601234.2014.894761,
Bacillus cereus strain S1,Individual strain,Thiamethoxam,Experimental evidence,Wastewater treatment plant,China,2024,Oxidoreductases,Demethylase,,10.1016/j.envres.2023.117929,
Bacillus cereus strain S1,Individual strain,Thiamethoxam,Experimental evidence,Wastewater treatment plant,China,2024,Hydrolases,Hydrolase,,10.1016/j.envres.2023.117929,
Scenedesmus sp. TXH,Individual strain,Thiamethoxam,Experimental evidence,Wastewater treatment plant,China,2023,,,,10.1016/j.jenvman.2023.117388,
Phanerochaete chrysosporium,Individual strain,Thiamethoxam,Experimental evidence,Laboratory strain,China,2024,Peroxidases,Ligninolytic enzymes,,10.1016/j.jhazmat.2024.136327,
Phanerochaete chrysosporium,Individual strain,Thiamethoxam,Experimental evidence,Laboratory strain,China,2024,P450,Cytochrome P450,CYP-related genes,10.1016/j.jhazmat.2024.136327,
Acinetobacter sp.,Individual strain,Thiamethoxam,Experimental evidence,Wastewater,China,2025,Oxidoreductases,Catalase,,10.1016/j.envres.2025.121813,
Delftia sp.,Individual strain,Thiamethoxam,Experimental evidence,Wastewater,China,2025,Oxidoreductases,Catalase,,10.1016/j.envres.2025.121813,
Enterobacter sp.,Individual strain,Thiamethoxam,Experimental evidence,Wastewater,China,2025,Oxidoreductases,Catalase,,10.1016/j.envres.2025.121813,
Pseudomonas sp.,Individual strain,Thiamethoxam,Experimental evidence,Wastewater,China,2025,Oxidoreductases,Catalase,,10.1016/j.envres.2025.121813,
Ensifer adhaerens TMX-23,Individual strain,Thiamethoxam,Experimental evidence,Rhizosphere soil,China,2013,Oxidoreductases,Nitroreductase,nifH,10.1007/s00253-012-4638-3,Nitrosoimino thiamethoxam; Urea thiamethoxam
Labrys portucalensis F11,Individual strain,Thiamethoxam,Experimental evidence,Soil,Portugal,2022,Oxidoreductases,Nitro-reductase,,10.3390/ijms232214326,
Labrys portucalensis F11,Individual strain,Thiamethoxam,Experimental evidence,Soil,Portugal,2022,Dehalogenases,Dechlorinase,,10.3390/ijms232214326,
Phanerochaete chrysosporium,Individual strain,Thiamethoxam,Experimental evidence,Laboratory strain,China,2021,Peroxidases,Peroxidases,,10.1016/j.jhazmat.2021.126017,
Enterobacter cloacae TMX-6,Individual strain,Thiamethoxam,Experimental evidence,Plant,China,2021,,,,10.1016/j.chemosphere.2020.128751,
Pseudomonas putida IMBL 5.2,Individual strain,Thiamethoxam,Experimental evidence,Agricultural soil,India,2015,,,,10.1007/s10661-015-4532-4,
Bacillus aeromonas IMBL 4.1,Individual strain,Thiamethoxam,Experimental evidence,Agricultural soil,India,2015,,,,10.1007/s10661-015-4532-4,
Achromobacter sp. A3,Individual strain,Lindane,Experimental evidence,Root,India,2019,,,,10.1080/15226514.2018.1524835,
Paracoccus sp. NITDBR1,Individual strain,Lindane,Experimental evidence,Agricultural soil,India,2018,,,,10.1007/s10123-018-00037-1,
Streptomyces sp. M7,Individual strain,Lindane,Experimental evidence,Wastewater,Argentina,2016,Dehalogenases,Dechlorinase (implied),,10.1007/s11274-016-2037-0,
Kocuria sp. DAB-1Y,Individual strain,Lindane,Experimental evidence,Contaminated soil,India,2016,Dehalogenases,LinA-type dehydrochlorinase,linA,10.1186/s40643-016-0130-8,
Staphylococcus sp. DAB-1W,Individual strain,Lindane,Experimental evidence,Contaminated soil,India,2016,Dehalogenases,LinA-type dehydrochlorinase,linA,10.1186/s40643-016-0130-8,
Anabaena sp. PCC7120,Individual strain,Lindane,Experimental evidence,Water,USA,1997,Oxidoreductases,Nitrite reductase system,"nirA, narB",10.1128/JB.179.10.3368-3370.1997,
Sphingomonas paucimobilis B90,Individual strain,Lindane,Enzymatic evidence,Rhizosphere soil,India,2002,Dehalogenases,HCH dehydrochlorinase,"linA, linB, linC, linD",10.1128/AEM.68.12.6021-6028.2002,
Clostridium sp.,Individual strain,Lindane,Experimental evidence,Soil,Australia,1968,Dehalogenases,Dehalogenase (inferred),,10.1038/221859a0,
Pleurotus ostreatus,Individual strain,Lindane,Experimental evidence,Commercial strain,Greece,2005,Peroxidases,Manganese peroxidase,MnP,10.1016/j.envint.2004.09.024,
Pleurotus ostreatus,Individual strain,Lindane,Experimental evidence,Commercial strain,Greece,2005,Oxidoreductases,Laccase,,10.1016/j.envint.2004.09.024,
Fusarium sp.,Individual strain,Lindane,Experimental evidence,Agricultural soil,India,2011,Dehalogenases,Dehalogenase (implied),,10.1007/s11274-010-0628-8,
Trametes hirsutus,Individual strain,Lindane,Experimental evidence,Culture collection,India,1999,,,,10.1046/j.1365-2672.1999.00508.x,
Sphingomonas paucimobilis UT26,Individual strain,Lindane,Enzymatic evidence,Contaminated soil,Japan,1999,Dehalogenases,γ-hexachlorocyclohexane dehydrochlorinase,LinA,10.1128/JB.181.17.5409-5413.1999,
Sphingomonas paucimobilis UT26,Individual strain,Lindane,Enzymatic evidence,Contaminated soil,Japan,1999,Dehalogenases,"1,3,4,6-tetrachloro-1,4-cyclohexadiene halidohydrolase",LinB,10.1128/JB.181.17.5409-5413.1999,
Microbacterium sp. P27,Individual strain,Lindane,Experimental evidence,Rhizosphere soil,India,2019,Dehalogenases,Dehalogenase,,10.1007/s00284-019-01703-x,
Sphingobium sp. D4,Individual strain,Lindane,Experimental evidence,Contaminated soil,Spain,2022,Dehalogenases,HCH dehydrochlorinase,linA,10.1016/j.jhazmat.2022.128764,
Sphingobium sp. D4,Individual strain,Lindane,Experimental evidence,Contaminated soil,Spain,2022,Dehalogenases,Haloalkane Dehalogenase,linB,10.1016/j.jhazmat.2022.128764,
Cupriavidus malaysiensis,Individual strain,Lindane,Experimental evidence,Contaminated soil,India,2022,Dehalogenases,Dehalogenase,lin genes (discussed),10.1007/s11274-022-03284-7,
Novosphingobium barchaimii LL02,Individual strain,Lindane,Experimental evidence,Contaminated soil,Taiwan,2022,Dehalogenases,HCH dehydrochlorinase,linA,10.1016/j.chemosphere.2022.134063,
Novosphingobium barchaimii LL02,Individual strain,Lindane,Experimental evidence,Contaminated soil,Taiwan,2022,Dehalogenases,Haloalkane Dehalogenase,linB,10.1016/j.chemosphere.2022.134063,
Phanerochaete chrysosporium BKM-F-1767,Individual strain,Lindane,Experimental evidence,Culture collection,USA,1990,Peroxidases,Lignin peroxidase,,10.1128/aem.56.8.2347-2353.1990,
Dehalobacter spp.,Individual strain,Lindane,Experimental evidence,Contaminated soil,France,2021,Dehalogenases,Reductive dehalogenases,,10.1101/2020.10.25.354597,Monochlorobenzene; Benzene
Conidiobolus 03-1-56,Individual strain,Lindane,Experimental evidence,Litter,India,2008,Peroxidases,Lignin peroxidase,,10.1007/s12088-008-0013-6,
Rhodotorula sp. VITJzN03,Individual strain,Lindane,Experimental evidence,Agricultural soil,India,2013,Dehalogenases,Dehalogenase (implied),,10.1007/s11274-012-1201-4,
Sphingomonas sp. γ-1-7,Individual strain,Lindane,Experimental evidence,Contaminated soil,Belgium,2006,Dehalogenases,HCH dehydrochlorinase,LinA,10.1128/AEM.72.1.622-627.2006,
Paracoccus sp. NITDBR1,Individual strain,Lindane,Experimental evidence,Contaminated soil,India,2022,,,,10.1007/s10123-022-00232-1,
Rhodococcus rhodochrous NITDBS9,Individual strain,Lindane,Experimental evidence,Contaminated soil,India,2022,,,,10.1007/s10123-022-00232-1,
Ochrobactrum sp. NITDBR3,Individual strain,Lindane,Experimental evidence,Contaminated soil,India,2022,,,,10.1007/s10123-022-00232-1,
Azotobacter chroococcum JL102,Individual strain,Lindane,Experimental evidence,Agricultural soil,India,2009,,,,10.1080/03601230903404465,
Sphingobium japonicum UT26 (NBRC 101211),Individual strain,Lindane,Genomic evidence,Contaminated soil,Japan,2013,,,,10.1007/s00244-013-9877-5,
Sphingomonas sp. MM-1,Individual strain,Lindane,Genomic evidence,Contaminated soil,Japan,2013,,,,10.1007/s00244-013-9877-5,
Sphingobium sp. MI1205,Individual strain,Lindane,Genomic evidence,Contaminated soil,Japan,2013,,,,10.1007/s00244-013-9877-5,
Sphingobium sp. TKS,Individual strain,Lindane,Genomic evidence,Contaminated soil,Japan,2013,,,,10.1007/s00244-013-9877-5,
Genome study,Individual strain,Lindane,Genomic evidence,Genome study,Genome study,2013,Dehalogenases,Dehydrochlorinase,linA,10.1007/s00244-013-9877-5,
Genome study,Individual strain,Lindane,Genomic evidence,Genome study,Genome study,2013,Dehalogenases,Halidohydrolase,linB,10.1007/s00244-013-9877-5,
Genome study,Individual strain,Lindane,Genomic evidence,Genome study,Genome study,2013,Oxidoreductases,Dehydrogenase,linC,10.1007/s00244-013-9877-5,
Genome study,Individual strain,Lindane,Genomic evidence,Genome study,Genome study,2013,Dehalogenases,Reductive dechlorinase,linD,10.1007/s00244-013-9877-5,
Genome study,Individual strain,Lindane,Genomic evidence,Genome study,Genome study,2013,Dioxygenases,Ring-cleavage dioxygenase,linE,10.1007/s00244-013-9877-5,
Genome study,Individual strain,Lindane,Genomic evidence,Genome study,Genome study,2013,Oxidoreductases,Maleylactate reductase,linF,10.1007/s00244-013-9877-5,
Genome study,Individual strain,Lindane,Genomic evidence,Genome study,Genome study,2013,Transferases,"Acyl-CoA transferase, alpha subunit",linG,10.1007/s00244-013-9877-5,
Genome study,Individual strain,Lindane,Genomic evidence,Genome study,Genome study,2013,Transferases,"Acyl-CoA transferase, beta subunit",linH,10.1007/s00244-013-9877-5,
Genome study,Individual strain,Lindane,Genomic evidence,Genome study,Genome study,2013,Hydrolases,Thiolase,linJ,10.1007/s00244-013-9877-5,
Sphingobium japonicum UT26,Individual strain,Lindane,Experimental evidence,Contaminated soil,Not specified,2010,,,"LinA, LinB, LinC, LinD, LinE, LinF",10.1128/JB.00961-10,
Bacillus cereus SJPS-2,Individual strain,Lindane,Experimental evidence,Water,India,2023,,,"linA, linB, linC, linD, linE, linX",10.1016/j.envpol.2022.120867,
Xanthomonas sp. ICH12,Individual strain,Lindane,Experimental evidence,Contaminated soil,India,2007,,,"LinA, LinB, LinC",10.1111/j.1365-2672.2006.03209.x,
Sphingopyxis sp. MC4,Individual strain,Lindane,Experimental evidence,Contaminated soil,India,2024,,,"LinA, LinB",10.1016/j.jhazmat.2023.132545,
Sphingobium sp. BHC-A,Individual strain,Lindane,Enzymatic evidence,Contaminated soil,China,2006,,,LinA and LinB,10.1111/j.1462-2920.2007.01350.x,
Arthrobacter fluorescens,Individual strain,Lindane,Experimental evidence,Contaminated soil,Italy,2013,,,,10.1007/s12010-013-0147-9,
Arthrobacter giacomelloi,Individual strain,Lindane,Experimental evidence,Contaminated soil,Italy,2013,,,,10.1007/s12010-013-0147-9,
Pandoraea sp. LIN-3,Individual strain,Lindane,Experimental evidence,Not specified,USA,2002,,,,10.1021/jf011422a,
Enzyme-kinetics study,Individual strain,Lindane,Enzymatic evidence,Enzyme-kinetics study,Enzyme-kinetics study,2015,Dehalogenases,Dehydrohalogenase,linA,10.1021/acs.jpcb.5b07538,
Sphingomonas paucimobilis,Individual strain,Lindane,Experimental evidence,Not specified,India,2000,,,,10.1007/s002840010140,
Sphingobium indicum B90A,Individual strain,Lindane,Genomic evidence,Not specified,Not specified,2017,Dehalogenases,HCH Dehydrochlorinase,linA,10.1093/gbe/evx133,
Sphingobium indicum B90A,Individual strain,Lindane,Enzymatic evidence,Not specified,Not specified,2006,Dehalogenases,Haloalkane Dehalogenase,linB,10.1128/AEM.00192-06,
Sphingobium indicum B90A,Individual strain,Lindane,Experimental evidence,Contaminated soil,India,2016,,,"LinA, LinB",10.1007/s10532-016-9765-6,
Sphingobium chinhatense IP26,Individual strain,Lindane,Experimental evidence,Contaminated soil,India,2016,,,"LinA, LinB",10.1007/s10532-016-9765-6,
Sphingobium lucknowense F2,Individual strain,Lindane,Experimental evidence,Contaminated soil,India,2016,,,"LinA, LinB",10.1007/s10532-016-9765-6,
Sphingobium sp. UM1,Individual strain,Lindane,Experimental evidence,Contaminated soil,India,2016,,,"LinA, LinB",10.1007/s10532-016-9765-6,
Sphingobium sp. HDIPO4,Individual strain,Lindane,Experimental evidence,Contaminated soil,India,2016,,,"LinA, LinB",10.1007/s10532-016-9765-6,
Sphingobium indicum B90A,Individual strain,Lindane,Experimental evidence,Contaminated soil,Japan,2013,,,"LinA, LinB",10.1111/1462-2920.12009,
Sphingobium japonicum UT26,Individual strain,Lindane,Experimental evidence,Contaminated soil,Japan,2013,,,"LinA, LinB",10.1111/1462-2920.12009,
Metagenomic LinA (no isolate),Individual strain,Lindane,Enzymatic evidence,Contaminated soil,India,2015,Dehalogenases,Type 3 δ-Hexachlorocyclohexane Dehydrochlorinase,LinA type-3,10.1128/AEM.01683-15,
Sphingomonas paucimobilis UT26,Individual strain,Lindane,Experimental evidence,Agricultural soil,Japan,2001,Dehalogenases,γ-hexachlorocyclohexane dehydrochlorinase,LinA,10.1074/jbc.M007452200,
Sphingobium japonicum UT26,Individual strain,Lindane,Experimental evidence,Agricultural soil,Japan,2006,,,"LinA, LinB, LinC",10.1271/bbb.70.1029,
Streptomyces sp. M7,Individual strain,Lindane,Experimental evidence,Contaminated soil,Argentina,2018,,,"linA, linB, linC, linD-J",10.1016/j.chemosphere.2018.08.035,
Penicillium simplicissimum,Individual strain,Lindane,Experimental evidence,Contaminated soil,Czech Republic,2019,Oxidoreductases,Superoxide dismutase,SOD,10.1007/s11356-019-05679-w,
Penicillium simplicissimum,Individual strain,Lindane,Experimental evidence,Contaminated soil,Czech Republic,2019,Oxidoreductases,Catalase,CAT,10.1007/s11356-019-05679-w,
Penicillium simplicissimum,Individual strain,Lindane,Experimental evidence,Contaminated soil,Czech Republic,2019,Transferases,Glutathione S-transferase,GST,10.1007/s11356-019-05679-w,
