pesticide,evidence_source,pdf_file,probable_title,doi,year,microorganism,evidence_type,gene,enzyme_or_protein,substrate,products_or_metabolites,experimental_method,database_use_recommendation,curator_notes,curation_folder
Thiamethoxam,PDF automated candidate; manual validation required,Dual-pathway charge transfer mechanism of anataserutile TiOsub2sub-Agsub3subPOsub4sub hollow photocatalyst promotes efficient degradation of pesticides..pdf,Contents lists available at ScienceDirect,10.1016/j.jcis.2024.08.162,2025,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Effect of household and industrial processing on the levels of pesticide residues and degradation products in melons..pdf,This article was downloaded by: [University of South Florida],10.1080/19440049.2012.672339,2013,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Effect of intensifying additives on the degradation of thiamethoxam using ultrasound cavitation..pdf,Ultrasonics - Sonochemistry 70 (2021) 105310,10.1016/j.ultsonch.2020.105310,2021,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Effect of plasma-activated water and buffer solution combined with ultrasound on fungicide degradation and quality of cherry tomato during storage..pdf,Ultrasonics Sonochemistry 97 (2023) 106461,10.1016/j.ultsonch.2023.106461,2023,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,"Effects of chronic exposure to thiamethoxam on larvae of the hoverfly iEristalis tenaxi (Diptera, Syrphidae)..pdf",Effects of chronic exposure to,10.1002/(sici)1096-9861(19991108)414:13.0.co;2-q; 10.1002/etc.3536,2018,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,"Effects of mixed application of avermectin, imidacloprid and carbendazim on soil degradation and toxicity toward earthworms..pdf",www.nature.com/scientificreports,10.1038/s41598-023-41206-1,2023,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Effects of multigenerational imidacloprid and thiamethoxam stress on metabolism and physiology of Aphis glycines Matsumura (Hemiptera Aphididae)..pdf,Effects of multigenerational imidacloprid and,10.1002/arch.21429; 10.1002/ps.365,2022,at 25; had been cultured in; of A. glycines used,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Effects of Thiamethoxam and Fenvalerate Residue Levels on Light-Stable Isotopes of Leafy Vegetables..pdf,Effects of Thiamethoxam and Fenvalerate Residue Levels on,10.3390/foods12142655,2023,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Effects on soil microbial community after exposure to neonicotinoid insecticides thiamethoxam and dinotefuran..pdf,Science of the Total Environment 725 (2020) 138328,10.1016/j.scitotenv.2020.138328,2020,IMBL 5.2 the three; IMBL4.1 and Pseudomonas putida; TMX-23. Appl. Microbiol. Maien; TW and of thiamethoxam; TY,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,"Efficient removal of thiamethoxam by freshwater microalgae Scenedesmus sp. TXH Removal mechanism, metabolic degradation and application..pdf",Contents lists available at ScienceDirect,10.1016/j.jenvman.2023.117388,2023,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Enhanced Insecticidal Activity of Thiamethoxam by Zinc Oxide Nanoparticles A Novel Nanotechnology Approach for Pest Control..pdf,"This is an open access article published under an ACS AuthorChoice License, which permits",10.1021/acsomega.9b03680,2025,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Enhancing photodegradation of thiamethoxam insecticide using SnSsub2subNCL as a photocatalyst Mechanistic insights and environmental implications..pdf,Contents lists available at ScienceDirect,10.1002/CJCE.25140; 10.1002/JCCS.201200027,2024,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Evaluation of Highly Detectable Pesticides Sprayed in iBrassica napusi L. Degradation Behavior and Risk Assessment for Honeybees..pdf,Evaluation of Highly Detectable Pesticides Sprayed,10.3390/molecules23102482,2018,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,"Gene expression profiling in the thiamethoxam resistant and susceptible B-biotype sweetpotato whitefly, Bemisia tabaci..pdf",Gene expression profiling in the thiamethoxam resistant and,,2012,A forward SSH library; the up-regulated genes of,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,High Temperatures Enhance Tolerance to Abamectin and Thiamethoxam in Bemisia tabaci (Hemiptera Aleyrodidae).pdf,High Temperatures Enhance Tolerance to,10.21203/rs.3.rs-4045510/v1,2024,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Highly Advanced Degradation of Thiamethoxam by Synergistic Chemisorption-Catalysis Strategy Using MIL(Fe)Fe-SPC Composites with Ultrasonic Irradiation..pdf,Subscriber access provided by UNIV OF LOUISIANA,10.1021/acsami.8b12908,2018,TMX-23. Appl. 24 25,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Highly efficient heterogeneous photo-Fenton BiOClMIL-100(Fe) nanoscaled hybrid catalysts prepared by green one-step coprecipitation for degradation of organic contaminants..pdf,View Article Online,10.1039/d1ra06549a,2025,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Hormetic effects of thiamethoxam on Schizaphis graminum demographics and feeding behavior..pdf,Ecotoxicology (2024) 33:253–265,10.1007/s10340-10022-01494-10344; 10.1007/s10646-024-02743-1,2024,of N. lugens when,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Impact of solid particles on cavitation behaviors and laser-induced degradation in aqueous suspension..pdf,Ultrasonics Sonochemistry 76 (2021) 105632,10.1002/ctpp.201800180; 10.1007/s00339-004-3196-7,2021,,candidate_gene/enzyme,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,"Impact of sonolytic ozonation (Osub3subUS) on degradation of pesticide residues in fresh vegetables and fruits Case study of Faisalabad, Pakistan..pdf",Ultrasonics Sonochemistry 79 (2021) 105799,10.1007/s00204-004-0616-6; 10.1007/s10661-015-4818-6,2021,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Incorporating nickel-substituted polyoxometalate into a photoactive metal-organic framework for efficient photodegradation of thiamethoxam insecticide..pdf,Contents lists available at ScienceDirect,10.1002/adma.202310283; 10.1002/cssc.202000328,2025,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,"Induction of apoptosis, oxidative stress, hormonal, and histological alterations in the reproductive system of thiamethoxam-exposed female rats..pdf",Environmental Science and Pollution Research (2023) 30:77917–77930,10.1007/s11356-023-27743-2,2023,of Halomonas sp,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Influence of the Neonicotinoid Insecticide Thiamethoxam on miRNA Expression in the Honey Bee (Hymenoptera Apidae)..pdf,doi: 10.1093/jisesa/iex074,10.1093/jisesa/iex074,2017,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Influence of the neonicotinoid insecticide thiamethoxam on soil bacterial community composition and metabolic function..pdf,Contents lists available at ScienceDirect,10.1016/j.jhazmat.2020.124275,2021,CPN 1. Biodegradation 19; RHA1. Appl. Environ. 616,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Influence of Tree Size and Application Rate on Expression of Thiamethoxam in Citrus and Its Efficacy Against Diaphorina citri (Hemiptera Liviidae)..pdf,Advance Access Publication Date: 20 February 2018,10.1093/jee/toy001,2025,Na Slope; was reared in continuous,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Insight into the effect of microplastics on the adsorption and degradation behavior of thiamethoxam in agricultural soils..pdf,Contents lists available at ScienceDirect,10.1016/j.chemosphere.2023.139262,2023,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Insights Into the Microbial Degradation and Biochemical Mechanisms of Neonicotinoids..pdf,published: 19 May 2020,10.1002/arch.10114; 10.1002/clen,2020,AAP-1 isolated from soil; BCH1 degraded 78; Bacillus subtilis BSF01 and; Brevibacterium Arora; CS-3 efficiently degraded acetamiprid; CS-3. The optimum,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Insights into the Toxicity and Degradation Mechanisms of Imidacloprid Via Physicochemical and Microbial Approaches..pdf,Insights into the Toxicity and Degradation,10.3390/toxics8030065,2020,BHC1 degrades 78; Bacillus subtilis BSF01 and; Brevibacterium aureum and its; CF2; CW3 from wastewater sludge; MK6 from an Egyptian,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Integrated Electrochemical Oxidation and Biodegradation for Remediation of a Neonicotinoid Insecticide Pollutant..pdf,This article is licensed under CC-BY-NC-ND 4.0,10.1021/acsomega.3c09749,2025,P. Saudi Arabia oleovorans; P. oleovorans SA2. Identification; Pseudomonas sp. Previous studies; Rhodococcus sp. BCH2 and; S1 and waste water; SA2 at 200 ppm,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Interactions Between Thiamethoxam and iDeformed Wing Virusi Can Drastically Impair Flight Behavior of Honey Bees..pdf,published: 30 April 2020,10.1002/ps.4227; 10.1007/978-1-4612-4380-9_37,2020,of Deformed Wing Virus,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Investigation of dissipation kinetics and half-lives of fipronil and thiamethoxam in soil under various conditions using experimental modeling design by Minitab software..pdf,www.nature.com/scientificreports,10.1038/s41598-024-56083-5,2024,using response surface methodology,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
