pesticide,pdf_file,probable_title,doi_candidates,year_candidates,candidate_microorganisms_or_strains,biodegradation_term_hits,molecular_term_hits,pathway_term_hits,automated_evidence_signal,review_decision,review_notes,curation_folder,pesticide_mentions,pesticide_degradation_contexts,microbial_contexts_near_pesticide,gene_enzyme_contexts_near_pesticide,abiotic_or_irrelevant_flags,title_has_pesticide,title_has_degradation_term,best_pesticide_context,review_score,review_priority,recommended_review_action,likely_database_use
Trifloxystrobin,Kinetics and New Mechanism of Azoxystrobin Biodegradation by an iOchrobactrum anthropii Strain SH14..pdf,Kinetics and New Mechanism of Azoxystrobin,10.3390/microorganisms8050625,2017; 2018; 2019; 2020,Bacillus subtilis BSF01 and; Brevibacteriumaureum and its biochemical; CPN 1. Biodegradation 2008; CW3 from wastewater sludge; Figure SH14 alsoindicated 3; O. anthropi SH14 having,372,38,87,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Trifloxystrobin/PesticideDB_curation_Trifloxystrobin_20260707,11,11,11,2,0,0,0,"hway with the formation of N-(4,6-dimethoxypyrimidin-2-yl)-acetamide,2-amino-4 (4-chlorophenyl)-3-cyano-5,6-dimethyl-pyridine, and 3-quinolinecarboxylic acid,6,8-difluoro-4-hydroxy ethyl ester as the main intermediate products, which were further transformed without any persistent accumulative product. This is the first report of azoxystrobin degradation pathway in a microorganism. Strain SH14 also degraded other strobilurin fungicides, including kresoxim-methyl (89.4%), pyraclostrobin (88.5%), trifloxystrobin (78.7%), picoxystrobin (76.6%), and fluoxastrobin (57.2%) by following first-order kinetic model. Bioaugmentation of azoxystrobin-contaminated soils with strain SH14 remarkably enhanced the degradation of azoxystrobin, and its half-life was substantially reduced by 95.7 and 65.6 days in sterile and non-sterile soils, respectively, in comparison with the controls without strain SH14",207,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Glufosinate-Ammonium,Persistence and leachability of glufosinate-ammonium in a northern Ontario terrestrial environment..pdf,"3672 J. Agric. Food Chem. 1997, 45, 3672−3676",,1993; 1994; 1995; 1997,,80,4,34,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Glufosinate-Ammonium/PesticideDB_curation_Glufosinate_Ammonium_20260707,43,36,5,5,0,0,0,"3672 J. Agric. Food Chem. 1997, 45, 3672−3676 Persistence and Leachability of Glufosinate-Ammonium in a Northern Ontario Terrestrial Environment Marvin J. Faber,† Gerald R. Stephenson,*,† and Dean G. Thompson‡ Department of Environmental Biology, University of Guelph, Guelph, Ontario N1G 2W1, Canada, and Canadian Forest Service, Sault St. Marie, Ontario P6A 5M7, Canada The degradation and leaching potential of the herbicide [14C]glufosinate-ammonium [the ammonium salt of DL-homoalanin-4-yl(methyl)phosphinic acid] in a northern Ontario forest environment were examined. The DT50 and maximum le",206,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Trifloxystrobin,Safe Application of 75% Trifloxystrobin-Tebuconazole as Water-Dispersible Granules in Paddy Based on Residue and Dietary Risk Assessment..pdf,Safe Application of 75% Trifloxystrobin–Tebuconazole as,10.3390/molecules29010163,2021; 2022; 2023; 2024,,29,2,81,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Trifloxystrobin/PesticideDB_curation_Trifloxystrobin_20260707,97,21,8,1,0,1,0,"production region, ultimately affecting consumer health [8,9]. Trifloxystrobin is a respiratory inhibitor from the methoxyacrylic acid class of fungi cides. It is resistant to rainwater erosion and is utilized extensively to prevent and control diseases on crops, including apples, cucumbers, potatoes, and tomatoes [10,11]. Its mecha nism of action involves blocking the electron transfer chain within mitochondria, thereby inhibiting mitochondrial respiration [12]. Research findings indicate that trifloxystrobin is metabolized by plants into acid products after absorption (CGA321113). Furthermore, the toxicological significance of oximic acid surpasses that of its parent molecule [13]. Tri floxystrobin is a weak allergen and has irritating effects on the eyes [14]. Trifloxystrobin acid is highly toxic to some aquatic non-target organisms [15]. Research has revealed that acidic metabolites",206,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Thiamethoxam,Thiamethoxam degradation by Pseudomonas and Bacillus strains isolated from agricultural soils..pdf,Environ Monit Assess (2015) 187:300,10.1007/s10661-015-4532-4,2012; 2013; 2014; 2015,B-14 and its use; Brevundimonas sp. MJ15. data; IMBL 1.2 3.69; IMBL 1.2 48.38; IMBL 1.3 3.68; IMBL 1.3 45.36,75,2,12,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,94,26,35,2,0,0,0,"Environ Monit Assess (2015) 187:300 DOI 10.1007/s10661-015-4532-4 Thiamethoxam degradation by Pseudomonas and Bacillus strains isolated from agricultural soils Shivnam Rana & Vikas Jindal & Kousik Mandal & Gurpreet Kaur & V. K. Gupta Received: 1 September 2014 / Accepted: 12 April 2015 # Springer International Publishing Switzerland 2015 Abstract Twelve bacterial species were evaluated to reduced in the presence of easily metabolize able carbon know the degradation pattern of thiamethoxam in liquid (C0 and C1) and nitrogen ((N0, N1 and N2) sources. This medium. All the ba",204,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Triazophos,"Isolation and characterization of organophosphorus phosphatases from iBacillus thuringiensisi MB497 capable of degrading Chlorpyrifos, Triazophos and Dimethoate..pdf",Contents lists available at ScienceDirect,10.1016/j.heliyon.2020.e04221,2017; 2018; 2019; 2020,BSAR-1 for bio; Bacillus thuringiensis MB497; Bacillus thuringiensis MB497 was; MB497; MB497 as analyzed by; MB497 at different incubation,39,98,53,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Triazophos/PesticideDB_curation_Triazophos_20260707,8,5,5,8,0,0,0,"ghest at pH 11 and at 45–50 C. However, activity and stability of OPP was highest at 37 C Organophosphate Pesticide and reduced at higher temperatures. OPP production was decreased after 48 h of incubation. Largely, OPP activity was inhibited by SDS and EDTA and signiﬁcantly enhanced by metals (Znþþ, Cuþþ and Cdþþ). Both acidic and alkaline OPPs were capable of bio-precipitation of selected metals (Ni, Mn, Cr and Cd) up to 86–100%. When used against 50 mg/l of three OP pesticides (Chlorpyrifos, Triazophos, and Dimethoate), 81–94.6% degradation of pesticides was observed by alkaline OPP, while acidic OPP showed less degradation (61–70.5%) within 30 min of incubation. 1. Introduction activity [5]. Similarly, another much effective OP degrading enzyme related to OP hydrolases is OpdA originally extracted from Agrobacterium Enzymatic detoxiﬁcation of organophosphate pesticides and other radi",204,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Trifloxystrobin,"Simultaneous determination of tebuconazole, trifloxystrobin, and its metabolite trifloxystrobin acid residues in gherkin under field conditions..pdf",Mariappan Paramasivam Research Article,10.1002/jssc.201401022,2013; 2014; 2015; 2025,,37,1,32,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Trifloxystrobin/PesticideDB_curation_Trifloxystrobin_20260707,50,33,14,2,0,0,0,"002/jssc.201401022 by Saru Gurung - Sun Moon University , Wiley Online Library on [07/06/2025]. See the Terms and Conditions (https://onlinelibrary.wiley.com/terms-and-conditions) on Wiley Online Library for rules of use; OA articles are governed by the applicable Creative Commons License 958 J. Sep. Sci. 2015, 38, 958–964 Mariappan Paramasivam Research Article Chellamuthu Selvi Manthirachalam Deepa Samiyannan A. Jayaprakash Simultaneous determination of Subramanian Chandrasekaran tebuconazole, trifloxystrobin, and its Pesticide Toxicology Laboratory, metabolite trifloxystrobin acid residues Department of Agricultural Entomology,Tamil Nadu in gherkin under field conditions Agricultural University, Coimbatore, Tamil Nadu A rapid, simple, and selective analytical method for the simultaneous determination of tebuconazole, trifloxystrobin, and its metabolite trifloxystrobin acid residues in",203,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Propamocarb,Overexpression of CsHMGB Alleviates Phytotoxicity and Propamocarb Residues in Cucumber.pdf,published: 12 June 2020,10.1007/978-3-319-74057-7_7; 10.1007/BF00386001; 10.1007/bf01415704; 10.1007/s00018-007-7162-3,2017; 2018; 2019; 2020,GV3101; method. PDS To determine,19,141,14,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Propamocarb/PesticideDB_curation_Propamocarb_20260707,161,5,7,38,1,0,0,"Horticultural Crops (Northeast Region), Northeast Agricultural University, Harbin, China, 2 College of Horticulture, Fujian Provincial Key Laboratory of Haixia Applied Plant Systems Biology, Fujian Agriculture and Forestry University, Fuzhou, China Cucumber (Cucumis sativus L.) is one of the most economically important fruits of the Cucurbitaceae family, therefore consideration of potential pesticide residues in the fruit in the context of cucumber breeding and production programs is important. Propamocarb (a pesticide commonly used to prevent downy mildew) is widely used in cucumber cultivation, but the molecular mechanism underlying the degradation and metabolism of propamocarb in cucumber is not well understood. We screened a Edited by: candidate CsHMGB gene (CsaV3-5G28190) for response to propamocarb exposure Raul Antonio Sperotto, using transcriptome data. The coding region of CsHMG",202,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Thiamethoxam,Application of melatonin and PGPR alleviates thiamethoxam induced toxicity by regulating the TCA cycle in iBrassica junceai L..pdf,Contents lists available at ScienceDirect,10.1016/j.sjbs.2022.01.039,2019; 2020; 2021; 2022,MTCC 3315; MTCC 3315 PGPR in; inoculation 43 species of; was cultured by adding,14,30,27,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,87,4,14,23,1,0,0,"ing Saud University. This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/). S. Jan, B. Singh, R. Bhardwaj et al. Saudi Journal of Biological Sciences 29 (2022) 1348–1354 including Brassica juncea L. to protect from intruding insects such of plants to pesticide toxicity. Organic acids are bio-synthetic preas leaf-hoppers, aphids, thrips and white-flies (Yadav et al., cursors for various bio-molecules. Profuse evidences demonstrate 2019). Thiamethoxam metabolism has already been reported in that organic acids accrue during abiotic stress condition such as various plants including banana (Suganthi et al., 2018) and pepper salinity (Huangfu et al., 2021), and biotic stress (Khanna et al., (Mei et al., 2019). In citrus fruits 0.061 mg/kg thiamethoxam resi- 2019) in plants. The PGPR have also been significantly known to dues were detec",201,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Thiophanate-Methyl,Self-assembled thiophanate-methylstar polycation complex prevents plant cell-wall penetration and fungal carbon utilization during cotton infection by Verticillium dahliae..pdf,Contents lists available at ScienceDirect,10.1016/j.ijbiomac.2023.124354,2020; 2021; 2022; 2023,and treated with various; treated with the TM; was Aldrich; was applied instead of; was found to be; was used to evaluate,15,83,20,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiophanate-Methyl/PesticideDB_curation_Thiophanate_Methyl_20260707,17,2,12,10,0,0,0,"N F O A B S T R A C T Keywords: No effective fungicides are available for the management of Verticillium dahliae, which causes vascular wilt Cotton disease. In this study, a star polycation (SPc)-based nanodelivery system was used for the first time to develop a Drug delivery thiophanate-methyl (TM) nanoagent for the management of V. dahliae. SPc spontaneously assembled with TM Nanopesticide through hydrogen bonding and Van der Waals forces to decrease the particle size of TM from 834 to 86 nm. Thiophanate-methyl Verticillium wilt Compared to TM alone, the SPc-loaded TM further reduced the colony diameter of V. dahliae to 1.12 and 0.64 cm, and the spore number to 1.13 × 108 and 0.72 × 108 cfu/mL at the concentrations of 3.77 and 4.71 mg/L, respectively. The TM nanoagents disturbed the expression of various crucial genes in V. dahliae, and contributed to preventing plant cell-wall degrada",201,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Vinclozolin,Alterations in the developing testis transcriptome following embryonic vinclozolin exposure..pdf,Reprod Toxicol. Author manuscript; available in PMC 2011 November 1.,10.1016/j.reprotox.2010.05.086,2008; 2009; 2010; 2011,,5,277,51,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Vinclozolin/PesticideDB_curation_Vinclozolin_20260707,160,6,10,34,2,0,0,"ntersex disorders, or sex reversal [reviewed in [13–15]]. The embryonic environment and exposures to chemicals such as endocrine disrupting compounds can also alter development and decrease reproductive capacity [16]. Endocrine disrupting compounds can act as hormone agonists or antagonists and have been implicated in a host of reproductive abnormalities in wildlife and human populations [17– 21]. Several endocrine disrupting compounds have been shown to inhibit male sexual development [22–24]. Vinclozolin is one such compound that is used as a fungicide for turfgrass, ornamental plants, grapes and other fruits and vegetables [24]. Vinclozolin and its major metabolites, enanilide and butenoic acid, act as anti-androgens by inhibiting androgen receptor (AR) activity [24,25]. AR activity is required for male reproductive development and expression of AR first appears in testis and reproduc",201,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Vinclozolin,Monitoring degradation of dicarboximidic fungicide residues in soils..pdf,"J. Agric. Food Chem. 1998, 46, 2845−2850 2845",,1995; 1996; 1997; 1998,,47,2,2,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Vinclozolin/PesticideDB_curation_Vinclozolin_20260707,26,20,23,2,0,0,0,"J. Agric. Food Chem. 1998, 46, 2845−2850 2845 Monitoring Degradation of Dicarboximidic Fungicide Residues in Soils Joan Garcia-Cazorla† and Maria Xirau-Vayreda*,‡ Head of Section, Institut Català de la Vinya i el Vi, Amàlia Soler 29, 08720 Vilafranca del Penedès, Spain, and Professor of Analytical Chemistry, Department of Analytical Chemistry, Faculty of Pharmacy, University of Barcelona, Avinguda Diagonal s/n, 08028 Barcelona, Spain Iprodione, procymidone, and vinclozolin are dicarboximidic fungicides commonly used in preharvest viticulture treatments to prevent gray mold (Botrytis) and other fungal diseases. The aim of this study is to determine the degradation of these fungicides in five vineyard soils of Penedès after three treatments at 100-day intervals with commercial formulations under laboratory conditions. The analyses were conducted over a period beginning the same day of",201,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
