pesticide,pdf_file,probable_title,doi_candidates,year_candidates,candidate_microorganisms_or_strains,biodegradation_term_hits,molecular_term_hits,pathway_term_hits,automated_evidence_signal,review_decision,review_notes,curation_folder,pesticide_mentions,pesticide_degradation_contexts,microbial_contexts_near_pesticide,gene_enzyme_contexts_near_pesticide,abiotic_or_irrelevant_flags,title_has_pesticide,title_has_degradation_term,best_pesticide_context,review_score,review_priority,recommended_review_action,likely_database_use
Abamectin,Microbial degradation of abamectin in reservoir water.pdf,Ecotoxicology (2006) 15:495–502,10.1007/s10646-006-0085-1,2002; 2004; 2005; 2006,,8,7,14,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Abamectin/PesticideDB_curation_Abamectin_20260707,89,17,27,0,1,0,0,"ounds (Kümmerer, was to identify the toxicity of abamectin on bacteria, al- 2001; Boxall et al. 2003a, b). Consequently, the environgae, daphnids, and fish. An extremely high toxicity of mental fate of many pharmaceuticals is not well known avermectin to the survival and reproduction of Daphnia (Halling-Sorensen et al. 1998). magna was observed in 21-day exposure tests. Zebrafish Veterinary drugs such as the avermectins (e.g. iverand the algae Scenedesmus subspicatus are less sensitive mectin, abamectin, doramectin) are commonly used in to avermectin. The compound is expected to have adverse veterinary medicine as anthelmintics against internal and effects on the aquatic environment due to its high toxic- external parasites of cattle, pigs, and horses, sheep, and ity, even at very low concentrations, to daphnids and to goats (Campbell and Benz 1984; Suarez 2002). In most fish. cases up",173,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Triazophos,Thermal stability of organophosphorus pesticide triazophos and its relevance in the assessment of risk to the consumer of triazophos residues in food..pdf,"J. Agric. Food Chem. 2001, 49, 103−106 103",10.1021/jf0002589,1998; 1999; 2000; 2001,,36,2,11,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Triazophos/PesticideDB_curation_Triazophos_20260707,49,28,2,4,0,0,0,"J. Agric. Food Chem. 2001, 49, 103−106 103 Thermal Stability of Organophosphorus Pesticide Triazophos and Its Relevance in the Assessment of Risk to the Consumer of Triazophos Residues in Food Alexis J. Holden,*,† Li Chen,† and Ian C. Shaw‡ Department of Environmental Management, University of Central Lancashire, Preston PR1 2HE, United Kingdom, and Food Safety Program Manager, Institute of Environmental Science and Research, Christchurch Research Centre, New Zealand The degradation of triazophos in aqueous solutions was monitored at 205 and 254 nm after separation using high-performance liquid",172,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Isopyrazam,Fungicide isopyrazam degradative response toward extrinsically added fungal and bacterial strains..pdf,Received: 27 January 2020 | Revised: 25 March 2020 | Accepted: 28 March 2020,10.1002/jobm.201900687; 10.1080/03067319.2019.1700965,2019; 2020; 2023; 2025,AF36 in pistachio orchards; AFu was 21; is a more environment; of A. flavus called; of the fungus pyrazam; that can be utilized,149,19,33,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Isopyrazam/PesticideDB_curation_Isopyrazam_20260707,58,37,35,2,2,0,0,"robes. BiodiKhuram Shahzad Ahmad, Department of sintegrative assays of pure fungal strains, namely Aspergillus flavus Environmental Sciences, Fatima Jinnah (AF), Penicillium chrysogenum (PC), Aspergillus niger (AN), Aspergillus terreus Women University, The Mall, Rawalpindi 46000, Pakistan. (AT), and Aspergillus fumigatus (AFu), and bacterial strains, namely XanthoEmail: chemist.phd33@yahoo.com; monas axonopodis (XA) and Pseudomonas syringae (PS), were utilized. Initial dr.k.s.ahmad@fjwu.edu.pk isopyrazam concentration (10 mg/L) was prepared with an individual micro bial suspension and monitored for 35 days. Isopyrazam biotransformation was analyzed quantitatively and qualitatively by UV–visible spectro photometery and gas chromatography–mass spectroscopy. P. syringae (R2 = 0.90) and X. axonopodis (R2 = 0.88) displayed maximal potential to me tabolize the fungicide (86% and 80%, respecti",171,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Isopyrazam,The behavior of isopyrazam in aquatic ecosystems implementation of a tiered investigation..pdf,"Environmental Toxicology and Chemistry, Vol. 29, No. 12, pp. 2702–2712, 2010",10.1002/etc.337,2007; 2008; 2010; 2025,,136,10,46,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Isopyrazam/PesticideDB_curation_Isopyrazam_20260707,49,30,11,2,2,0,0,"Environmental Toxicology and Chemistry, Vol. 29, No. 12, pp. 2702–2712, 2010 # 2010 SETAC Printed in the USA DOI: 10.1002/etc.337 THE BEHAVIOR OF ISOPYRAZAM IN AQUATIC ECOSYSTEMS: IMPLEMENTATION OF A TIERED INVESTIGATION LAURENCE H. HAND * and ROBIN G. OLIVER Syngenta, Jealott’s Hill International Research Centre, Bracknell, Berkshire, RG42 6EY, United Kingdom (Submitted 6 April 2010; Returned for Revision 14 May 2010; Accepted 26 July 2010) Abstract— Degradation of a new fungicide, isopyrazam, was slow in water–sediment systems maintained in the dark, with degradation half-life (DegT50) values in the total system (water column and sediment) of gre",171,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Thiamethoxam,Interactions Between Thiamethoxam and iDeformed Wing Virusi Can Drastically Impair Flight Behavior of Honey Bees..pdf,published: 30 April 2020,10.1002/ps.4227; 10.1007/978-1-4612-4380-9_37; 10.1007/PL00001697; 10.1007/s00040,2017; 2018; 2019; 2020,of Deformed Wing Virus,6,37,10,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,130,4,2,16,0,0,0,"o G, Heavy losses of honey bee colonies in the Northern hemisphere have been documented since the Prado A, Arban F, Dubois E, beginning of the 21st century (Lee et al., 2015). It is crucial to study such losses as it is known Ribière-Chabert M, Alaux C, Thiéry R that 84% of the 264 most important crops in Europe depend on, at least to some extent, animal and Le Conte Y (2020) Interactions pollination (Williams, 1994). There is now a scientific consensus on the fact that honey bee colony Between Thiamethoxam losses are the result of multifactorial causes, including a decrease in floral resource availability, the and Deformed Wing Virus Can Drastically Impair Flight Behavior spread of pathogens and pesticide use (Goulson et al., 2015). of Honey Bees. Honey bee colonies are frequently co-exposed to several pesticides and their corresponding Front. Microbiol. 11:766. metabolites, even when f",171,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Thiamethoxam,The Dissipative Potential of Gamma Irradiation in Residues of Imidacloprid and Thiamethoxam in the Postharvest of Common Beans..pdf,The Dissipative Potential of Gamma Irradiation in,10.1002/etc.3335; 10.1002/ps.1616; 10.1007/s11356-014-3332-7; 10.1016/S0969-806X(98)00071-1,2016; 2017; 2018; 2025,,12,11,16,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,29,6,2,8,1,0,0,"variety of Carioca, using gamma irradiation. Ground bean samples were spiked each insecticide in the laboratory at 3, 4, and 5 mg/kg, and were then irradiated at 0, 1, and 2 kGy per irradiator with a 60 Co source. Liquid chromatography-tandem mass spectrometry was used to quantify the insecticides. The irradiation promoted dissipation of thiamethoxam at 1 and 2 kGy doses, with the highest dissipation verified at 2 kGy. In general, at this higher dose of irradiation the reduction dissipation of thiamethoxam was 66% of the mean value found in the treatment without irradiation and 44% relative to the 1 kGy dose. Conversely, imidacloprid showed no effect of irradiation on waste dissipation, except in the treatment of 5 mg/kg at 2 kGy dose. From the results, it was concluded that the gamma irradiation might have applicability in dissipating thiamethoxam in real bean samples. Keywords: chroma",171,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Imazamox,"The effect of microplastics on behaviors of chiral imidazolinone herbicides in the aquatic environment Residue, degradation and distribution..pdf",Contents lists available at ScienceDirect,10.1016/j.jhazmat.2021.126176,2018; 2019; 2020; 2021,,53,2,6,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Imazamox/PesticideDB_curation_Imazamox_20260707,32,14,6,2,1,0,0,"ing Hou , Yuanfu Li , Yanmei Liu , Hui Zhang , Dongqiang Zeng , Huihua Tan * Guangxi key laboratory of Agric-Environment and Agric-products Safety, National Demonstration Center for Experimental Plant Science Education, College of Agriculture, Guangxi University, Nanning, Guangxi 530004, People’s Republic of China A R T I C L E I N F O A B S T R A C T Editor: Dr. R Teresa The pollution of aquatic environments by microplastics and herbicides has become a global concern. This study was focused on imazamox, imazapic, and imazethapyr sorption to polypropylene microplastics in water. And the Keywords: potential effects of microplastics on herbicide enantiomer degradation and distributions in water, sediment, and Microplastics water–sediment microcosms were investigated. Adsorption experiment results indicated that herbicide sorption Imidazolinone Herbicides to microplastics involved both chem",170,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Thiophanate-Methyl,Simultaneous determination of thiophanate-methyl and its metabolite carbendazim in tea using isotope dilution ultra performance liquid chromatography-tandem mass spectrometry..pdf,"doi:10.1093/chromsci/bmt165 Advance Access publication November 19, 2013 Article",10.1007/s00216-013-6901-6; 10.1093/chromsci/bmt165,2011; 2012; 2013; 2014,,37,2,30,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiophanate-Methyl/PesticideDB_curation_Thiophanate_Methyl_20260707,15,12,10,0,1,0,0,"Journal of Chromatographic Science 2014;52:1157– 1164 doi:10.1093/chromsci/bmt165 Advance Access publication November 19, 2013 Article Simultaneous Determination of Thiophanate-Methyl and Its Metabolite Carbendazim in Tea Using Isotope Dilution Ultra Performance Liquid Chromatography– Tandem Mass Spectrometry Hongping Chen1,2, Xin Liu1,2*, Chuanpi Wang1,2, Qinghua Wang1,2, Ying Jiang1,2, Peng Yin1 and Li Zhu1,2 1 Tea Research Institute, Chinese Academy of Agricultural Sciences, Hangzhou, Zhejiang 310008, China and 2Tea Quality and Supervision Testing Center, Ministry of Agriculture, Hangzhou, Zhejiang 310008, China *Author to whom correspondence should be addressed. Email: l",170,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Fluxapyroxad,"Accumulation and growth toxicity mechanisms of fluxapyroxad revealed by physiological, hepatopancreas transcriptome, and gut microbiome analysis in Pacific white shrimp (Litopenaeus vannamei)..pdf",Contents lists available at ScienceDirect,10.1002/jsfa.9905; 10.1007/s00125-016-3940-5; 10.1007/s00216-014-8073-4; 10.1016/j,2021; 2022; 2023; 2024,,13,67,28,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Fluxapyroxad/PesticideDB_curation_Fluxapyroxad_20260707,12,2,7,5,0,0,0,"gicides are widely microbiome of marine shrimp remain poorly understood. used in agriculture to control fungal diseases and they are also emerging FX is highly toxic to aquatic organisms, but the toxic effects of FX on fungicide pollutants. Agricultural chemicals can be transported into the L. vannamei are unknown, and the accumulation and elimination patmarine aquatic environment through drift deposition and surface runoff. terns of FX in L. vannamei have also not been reported. Therefore, the Fluxapyroxad (FX) is one of the worldwide most marketed SDHI fungi- present study aimed to test the dose-dependent effects of FX in cides, and previous studies have shown that FX degrades very slowly, L. vannamei under 0, 1.0, 10.0 (environmental concentration), and and the high persistence in the environment, in aerobic soil and aqueous 100.0 μg/L conditions for 21 d of exposure and 7 d of elimin",169,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Teflubenzuron,Identification of molecular interactions of pesticides with keratinase for their potential to inhibit keratin biodegradation..pdf,"See discussions, stats, and author profiles for this publication at: https://www.researchgate.net/publication/381281973",10.1007/s40203-024-00229-w,2022; 2023; 2024; 2025,HZN12; HZN12 using chicken feather; of Pseudomonas stutzeri and,26,89,10,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Teflubenzuron/PesticideDB_curation_Teflubenzuron_20260707,27,2,4,20,0,0,0,"keratin-degradation process. In the present study, molecular interactions of 20 selected pesticides with the keratinase enzyme were analyzed by performing molecular docking. In blind docking, 14 out of 20 pesticides showed higher inhibitory potential than the known inhibitor phenylmethylsulfonyl flouride, all of which exhibited higher inhibitory potential in site-specific docking. The stability and strength of the protein complexes formed by the top best potential pesticides namely fluralaner, teflubenzuron, cyhalothrin, and cyfluthrin has been further validated by molecular dynamic simulation studies. The present study is the first report for the preliminary investigation of the keratinase-inhibitory potential of pesticides and highlights the plausible role of these pesticides in hindering the biological process of keratin degradation and thereby their contribution in environmental pol",169,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
